"ID","Year","Study_Authors","Journal","Year_pub","Title","Species","Taxon","Location","Longitude","Latitude","Country","Trait","Trait_Categ_det","Trait_Categ","Trait_mean","Trait_SE","Clim","det_Clim","det_Clim2"
1,1953,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.4443345116798,0.166005590225211,3.42559516152722,1.58465628185131,2.51113553161081
1,1954,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.29640057632336,0.0842284975257713,1.29553568532823,-0.221506527714445,0.04906514182011
1,1955,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.41052729027551,0.23785100082792,-1.19101187814071,-2.32252669102642,5.39413023053012
1,1956,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.5870094627884,0.241101332360991,-0.630654747808529,-1.90340021490569,3.62293237810303
1,1957,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.21029942762926,0.276153731614588,0.756845221178429,-0.800129843701024,0.640207766781026
1,1959,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.95341825558811,0.117771084449001,4.827202273056,2.47782277585402,6.13960570854091
1,1960,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.378384946491668,0.17568380319725,1.93708329003615,0.0430018347161133,0.00184915778895193
1,1961,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.25006876438123,0.233970132878217,3.40333325726291,1.2114076674346,1.46750853671934
1,1962,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.0562979666432135,0.242782190442152,2.68113089245301,0.569707394320031,0.324566515142919
1,1963,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.182737072752865,0.13060834826167,1.50910710912597,-0.444047816557159,0.19717846338918
1,1964,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.615825661067185,0.162434414389713,1.87017852962682,-0.189753936920388,0.0360065565767865
1,1965,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.946994329635741,0.192526952432396,3.19892849992695,0.864923312202541,0.748092335991414
1,1966,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.08112015928067,0.237200244523169,0.597202367603867,-1.33136300230312,1.77252744390157
1,1967,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.140431284825214,0.159079292299339,2.91601183958396,0.542209281860917,0.293990905336131
1,1968,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.3188460745502,0.25056174287525,4.44511894826289,1.76260532422309,3.10677752897958
1,1969,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.101366981002437,0.134591255560317,2.80934517530148,0.365274617764511,0.133425546383009
1,1970,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.505964855377381,0.0940000583298014,1.56380948885566,-0.709283537156192,0.5030831360808
1,1971,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.25480875354493,0.227005748241045,2.50404756307779,0.0240489218679385,0.000578350643010209
1,1972,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.0379975777969934,0.156766103411101,2.9040475541371,0.310541283613583,0.0964358888283715
1,1973,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.346310741696991,0.0932305746912447,3.45410706565183,0.72115042425291,0.520057934400152
1,1974,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.06002619218582,0.133010128342927,3.34267849671388,0.584631534806755,0.341794031490502
1,1975,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.934537755056219,0.156125347467637,3.80779753393671,0.924984966012808,0.855597187349716
1,1976,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.05082985595716,0.150515612763083,1.7889285314429,-0.789210313615046,0.62285291911636
1,1977,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.187015083163099,0.0989207264606649,2.03720233541736,-0.628213259049092,0.394651898845081
1,1978,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.44712808992843,0.216715091868451,1.94226186134897,-0.751094565094393,0.564143045714335
1,1979,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.22752333593187,0.153754081686553,1.9750594796635,-0.768321524647888,0.590317965237255
1,1980,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.330624681565674,0.163940478286535,3.89642848433661,0.776520996456598,0.602984857937948
1,1981,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.15432173662603,0.122489679532193,1.46267853873516,-1.2808293600808,1.640523849645
1,1982,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.162773002211316,0.286816346174521,2.92035707758207,-0.119513101404636,0.0142833814073547
1,1983,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.77374164267465,0.231356511949436,4.4128570442221,1.07060455181846,1.14619410637441
1,1984,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.895322626688398,0.190183295800194,3.95130943549087,0.644496256004736,0.415375424004122
1,1985,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.35562610177637,0.141492891872315,0.813095219921143,-1.99552846713589,3.98213386314973
1,1986,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.324350266297336,0.17040327973625,3.13017850146363,-0.123383944410938,0.0152235977384013
1,1987,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",2.39874868326004,0.43553404998533,2.65994041673617,-0.556680280573125,0.309892934778973
1,1988,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.16558352958096,0.164070679090318,2.42190470777097,-0.797918086602723,0.636673272927751
1,1989,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.61192761456984,0.178393601126067,5.25505940634979,1.50107787325362,2.25323478157161
1,1991,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.0453723666061791,0.142564078184522,3.70660706000802,0.131617775455197,0.0173232388157746
1,1992,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.31417010453829,0.0903100831301385,2.07767852498884,-1.26005111840014,1.58772882098144
1,1993,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-1.0518225711141,0.0564177165624908,4.30529752281672,0.538095975258094,0.289547278588959
1,1994,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.213083850285584,0.118761077173931,3.84857134254915,0.115975564843176,0.0134503316406937
1,1995,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.812714353720527,0.237862691267394,3.14071421551385,-0.513859518381122,0.264051604630879
1,1996,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.951609661081621,0.133226155076666,2.36017851867447,-1.20380828150593,1.44915437862226
1,1997,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",1.43703132215393,0.138896139663108,2.10827376240022,-1.45651741220123,2.12144297204536
1,1998,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.141346311953694,0.189433715599306,4.16238085934449,0.198115040253084,0.039249569174481
1,1999,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.739653425086592,0.151542144425007,4.43928561505995,0.382793241446512,0.146530665697127
1,2000,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.257281788561112,0.135425478899957,4.67839275257263,0.536208390439429,0.287519437977643
1,2001,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.688968809721023,0.276421233263455,4.44571418634483,0.299401568186281,0.0896412990324043
1,2002,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",-0.671325777611902,0.108038542798056,5.50970225780094,1.13508975244642,1.28842874610887
1,2003,"Ahola_et_al","Journal of Animal Ecology","2009","Great tits lay increasingly smaller clutches than selected for: a study of climate- and density-related changes in reproductive traits","Parus major","Bird","Askainen",21.831193,60.571735,"Finland","LayingDate","Laying_Date","Phenological",0.650356979533382,0.107198099373364,2.86273803125091,-1.09861375839371,1.20695219013196
